symptom,disease,source_record_id,frequency
tremor,spasms,100,2
paralysis,spasms,100,2
poor coordination,spasms,100,2
slow movements,spasms,100,2
double vision,spasms,100,2
sleep problems,spasms,100,2
1st-degree heart block: usually no symptoms,atrioventricular heart-block,102,1
2nd-degree heart block (mobitz type 1): some may feel lightheaded or faint,atrioventricular heart-block,102,1
2nd-degree heart block (mobitz type 2): possible symptoms include chest pain,atrioventricular heart-block,102,1
shortness of breath,atrioventricular heart-block,102,1
and sudden dizziness upon standing,atrioventricular heart-block,102,1
3rd-degree heart block: symptoms can include feeling faint,atrioventricular heart-block,102,1
fatigue,atrioventricular heart-block,102,1
confusion,atrioventricular heart-block,102,1
and chest pain. call 999 for severe or sudden symptoms as they can be life-threatening,atrioventricular heart-block,102,1
chest pain,bradycardia,103,1
confusion or memory problems,bradycardia,103,1
dizziness or lightheadedness,bradycardia,103,1
easy fatigue during physical activity,bradycardia,103,1
fatigue,bradycardia,103,1
fainting (syncope) or near-fainting,bradycardia,103,1
shortness of breath,bradycardia,103,1
detrusor hyperreflexia,detrusor hyperreflexia,105,1
hypertonic uterine contraction,hypertonic uterine contraction,106,1
hypertonicity of the small intestine,hypertonicity of the small intestine,107,1
eye pain – usually a dull ache in or around your eye,ocular inflammation,108,2
which may be worse when focusing,ocular inflammation,108,2
eye redness,ocular inflammation,108,2
sensitivity to light (photophobia),ocular inflammation,108,2
blurred or cloudy vision,ocular inflammation,108,2
small shapes moving across your field of vision (floaters),ocular inflammation,108,2
loss of the ability to see objects at the side of your field of vision (peripheral vision),ocular inflammation,108,2
vomiting after feeding,pylorospasm,109,1
persistent hunger,pylorospasm,109,1
stomach contractions after feeding,pylorospasm,109,1
dehydration,pylorospasm,109,1
changes in bowel movements,pylorospasm,109,1
weight problems,pylorospasm,109,1
sinus bradycardia symptoms: lightheadedness,sinus bradycardia,110,1
dizziness,sinus bradycardia,110,1
fainting,sinus bradycardia,110,1
fatigue,sinus bradycardia,110,1
shortness of breath,sinus bradycardia,110,1
reduced exercise tolerance,sinus bradycardia,110,1
worsened chest pain (if already present),sinus bradycardia,110,1
worsened heart failure (if already present),sinus bradycardia,110,1
back pain,ankylosing spondylitis (as),159,3
usually most severe at night during rest,ankylosing spondylitis (as),159,3
early morning stiffness,ankylosing spondylitis (as),159,3
stooped posture in response to back pain (bending forward tends to relieve the pain),ankylosing spondylitis (as),159,3
straight and stiff spine,ankylosing spondylitis (as),159,3
inability to take a deep breath if the joints between the ribs and spine are affected,ankylosing spondylitis (as),159,3
appetite loss,ankylosing spondylitis (as),159,3
weight loss,ankylosing spondylitis (as),159,3
fatigue,ankylosing spondylitis (as),159,3
fever,ankylosing spondylitis (as),159,3
anemia,ankylosing spondylitis (as),159,3
joint pain,ankylosing spondylitis (as),159,3
mild eye inflammation,ankylosing spondylitis (as),159,3
organ damage (such as to the heart,ankylosing spondylitis (as),159,3
lungs,ankylosing spondylitis (as),159,3
and eyes),ankylosing spondylitis (as),159,3
skin rashes,ankylosing spondylitis (as),159,3
digestive illness (such as crohn's or ulcerative colitis),ankylosing spondylitis (as),159,3
sneezing,common cold,160,2
stuffy nose,common cold,160,1
runny nose,common cold,160,1
sore throat,common cold,160,1
coughing,common cold,160,1
mucus dripping down throat (post-nasal drip),common cold,160,1
watery eyes,common cold,160,1
fever (not common),common cold,160,1
trouble breathing or fast breathing,common cold,160,1
dehydration,common cold,160,1
fever lasting longer than 4 days,common cold,160,1
symptoms lasting more than 10 days without improvement,common cold,160,1
recurring or worsening symptoms after improvement,common cold,160,1
worsening of chronic medical conditions,common cold,160,1
some symptoms (runny or stuffy nose,common cold,160,1
cough) lasting up to 10 to 14 days,common cold,160,1
respiratory symptoms include a persistent cough that produces thick mucus (sputum),cystic fibrosis (cf),161,1
wheezing,cystic fibrosis (cf),161,1
exercise intolerance,cystic fibrosis (cf),161,1
repeated lung infections,cystic fibrosis (cf),161,1
inflamed nasal passages or a stuffy nose,cystic fibrosis (cf),161,1
and recurrent sinusitis,cystic fibrosis (cf),161,1
digestive symptoms involve foul-smelling,cystic fibrosis (cf),161,1
greasy stools,cystic fibrosis (cf),161,1
poor weight gain and growth,cystic fibrosis (cf),161,1
intestinal blockage (meconium ileus) in newborns,cystic fibrosis (cf),161,1
chronic or severe constipation,cystic fibrosis (cf),161,1
and increased heart rate,cystic fibrosis (cf),161,1
fatigue,cystic fibrosis (cf),161,1
weakness,cystic fibrosis (cf),161,1
and low blood pressure due to electrolyte imbalances,cystic fibrosis (cf),161,1
burning or gnawing abdominal pain,gastric ulcer,162,1
pain radiating to neck,gastric ulcer,162,1
belly button,gastric ulcer,162,1
and back,gastric ulcer,162,1
pain duration varying from minutes to hours,gastric ulcer,162,1
pain onset after eating,gastric ulcer,162,1
nocturnal pain,gastric ulcer,162,1
indigestion,gastric ulcer,162,1
heartburn,gastric ulcer,162,1
loss of appetite,gastric ulcer,162,1
nausea,gastric ulcer,162,1
vomiting,gastric ulcer,162,1
weight loss,gastric ulcer,162,1
burping,gastric ulcer,162,1
bloating after eating fatty foods,gastric ulcer,162,1
pain,juvenile idiopathic arthritis (jia),163,1
limping (especially in the morning or after a nap),juvenile idiopathic arthritis (jia),163,1
joint swelling (commonly noticed in larger joints like the knee),juvenile idiopathic arthritis (jia),163,1
stiffness (especially in the morning or after naps),juvenile idiopathic arthritis (jia),163,1
fever,juvenile idiopathic arthritis (jia),163,1
swollen lymph nodes,juvenile idiopathic arthritis (jia),163,1
rash,juvenile idiopathic arthritis (jia),163,1
eye inflammation,juvenile idiopathic arthritis (jia),163,1
growth problems (interfering with growth and bone development),juvenile idiopathic arthritis (jia),163,1
abdominal pain,menstrual distress (dysmenorrhea),164,2
pressure in abdomen,menstrual distress (dysmenorrhea),164,2
pain in hips,menstrual distress (dysmenorrhea),164,2
lower back pain,menstrual distress (dysmenorrhea),164,2
inner thigh pain,menstrual distress (dysmenorrhea),164,2
nausea,menstrual distress (dysmenorrhea),164,2
dizziness,menstrual distress (dysmenorrhea),164,2
headaches,menstrual distress (dysmenorrhea),164,2
poor eating,patent ductus arteriosus (pda),165,1
sweating with crying or eating,patent ductus arteriosus (pda),165,1
shortness of breath,patent ductus arteriosus (pda),165,1
easy tiring,patent ductus arteriosus (pda),165,1
rapid heart rate,patent ductus arteriosus (pda),165,1
tires easily when eating or playing,patent ductus arteriosus (pda),165,1
isn't gaining weight,patent ductus arteriosus (pda),165,1
becomes breathless when eating or crying,patent ductus arteriosus (pda),165,1
always breathes rapidly or is short of breath,patent ductus arteriosus (pda),165,1
chest pain,pericarditis,166,1
dull or achy chest pain,pericarditis,166,1
left shoulder and neck pain,pericarditis,166,1
pain worsens with coughing,pericarditis,166,1
lying down,pericarditis,166,1
or deep breaths,pericarditis,166,1
pain improves with sitting up or leaning forward,pericarditis,166,1
cough,pericarditis,166,1
fatigue,pericarditis,166,1
weakness,pericarditis,166,1
leg swelling,pericarditis,166,1
low-grade fever,pericarditis,166,1
heart palpitations,pericarditis,166,1
shortness of breath when lying down,pericarditis,166,1
abdominal swelling,pericarditis,166,1
aching,primary dysmenorrhea,167,1
throbbing pain in your abdomen,primary dysmenorrhea,167,1
feeling of pressure in your abdomen,primary dysmenorrhea,167,1
pain in your hips,primary dysmenorrhea,167,1
lower back,primary dysmenorrhea,167,1
and inner thighs,primary dysmenorrhea,167,1
other symptoms like nausea,primary dysmenorrhea,167,1
dizziness,primary dysmenorrhea,167,1
and headaches,primary dysmenorrhea,167,1
tender,rheumatoid arthritis,168,2
warm,rheumatoid arthritis,168,4
swollen joints,rheumatoid arthritis,168,4
joint stiffness,rheumatoid arthritis,168,2
fatigue,rheumatoid arthritis,168,8
fever,rheumatoid arthritis,168,8
loss of appetite,rheumatoid arthritis,168,2
skin involvement,rheumatoid arthritis,168,2
eye involvement,rheumatoid arthritis,168,2
lung involvement,rheumatoid arthritis,168,2
heart involvement,rheumatoid arthritis,168,2
kidney involvement,rheumatoid arthritis,168,2
salivary gland involvement,rheumatoid arthritis,168,2
nerve tissue involvement,rheumatoid arthritis,168,2
bone marrow involvement,rheumatoid arthritis,168,2
blood vessel involvement,rheumatoid arthritis,168,2
osteoporosis,rheumatoid arthritis,168,2
rheumatoid nodules,rheumatoid arthritis,168,2
dry eyes and mouth,rheumatoid arthritis,168,2
increased risk of infections,rheumatoid arthritis,168,2
abnormal body composition,rheumatoid arthritis,168,2
carpal tunnel syndrome,rheumatoid arthritis,168,2
heart problems,rheumatoid arthritis,168,2
lung disease,rheumatoid arthritis,168,2
increased risk of lymphoma,rheumatoid arthritis,168,2
severe pain in one or more joints,acute gouty arthritis,181,2
the joint feeling hot and very tender,acute gouty arthritis,181,2
swelling in and around the affected joint,acute gouty arthritis,181,2
red shiny skin over the affected joint,acute gouty arthritis,181,2
musculoskeletal pain,acute musculoskeletal pain,182,1
bones,acute musculoskeletal pain,182,1
joints,acute musculoskeletal pain,182,1
ligaments,acute musculoskeletal pain,182,1
muscles,acute musculoskeletal pain,182,1
tendons,acute musculoskeletal pain,182,1
localized pain,acute musculoskeletal pain,182,1
acute pain,acute musculoskeletal pain,182,1
chronic pain,acute musculoskeletal pain,182,1
bone pain,acute musculoskeletal pain,182,1
joint pain,acute musculoskeletal pain,182,1
muscle pain,acute musculoskeletal pain,182,1
tendon and ligament pain,acute musculoskeletal pain,182,1
aching,acute musculoskeletal pain,182,1
stiffness,acute musculoskeletal pain,182,1
burning sensations in the muscles,acute musculoskeletal pain,182,1
fatigue,acute musculoskeletal pain,182,1
muscle twitches,acute musculoskeletal pain,182,1
pain worsens with movement,acute musculoskeletal pain,182,1
sleep disturbances,acute musculoskeletal pain,182,1
sneezing,allergic reaction,183,1
itching of the nose/eyes/roof of the mouth,allergic reaction,183,1
runny/stuffy nose,allergic reaction,183,1
watery/red/swollen eyes,allergic reaction,183,1
tingling in the mouth,allergic reaction,183,1
swelling of lips/tongue/face/throat,allergic reaction,183,1
hives,allergic reaction,183,1
large area of swelling at sting site,allergic reaction,183,1
itching/hives all over the body,allergic reaction,183,1
cough,allergic reaction,183,1
chest tightness,allergic reaction,183,1
wheezing,allergic reaction,183,1
shortness of breath,allergic reaction,183,1
itchy skin,allergic reaction,183,1
rash,allergic reaction,183,1
facial swelling,allergic reaction,183,1
itchiness,allergic reaction,183,1
redness,allergic reaction,183,1
flaking,allergic reaction,183,1
peeling,allergic reaction,183,1
runny nose,allergy to tree pollen,184,1
coughing,allergy to tree pollen,184,1
sneezing,allergy to tree pollen,184,1
nasal congestion,allergy to tree pollen,184,1
itchy nose,allergy to tree pollen,184,1
itchy eyes,allergy to tree pollen,184,1
itchy roof of mouth,allergy to tree pollen,184,1
itchy throat,allergy to tree pollen,184,1
asthma exacerbation (implied from context),allergy to tree pollen,184,1
back pain,ankylosing spondylitis (as),185,3
usually most severe at night during rest,ankylosing spondylitis (as),185,3
early morning stiffness,ankylosing spondylitis (as),185,3
stooped posture in response to back pain (bending forward tends to relieve the pain),ankylosing spondylitis (as),185,3
straight and stiff spine,ankylosing spondylitis (as),185,3
inability to take a deep breath if the joints between the ribs and spine are affected,ankylosing spondylitis (as),185,3
appetite loss,ankylosing spondylitis (as),185,3
weight loss,ankylosing spondylitis (as),185,3
fatigue,ankylosing spondylitis (as),185,3
fever,ankylosing spondylitis (as),185,3
anemia,ankylosing spondylitis (as),185,3
joint pain,ankylosing spondylitis (as),185,3
mild eye inflammation,ankylosing spondylitis (as),185,3
organ damage (such as to the heart,ankylosing spondylitis (as),185,3
lungs,ankylosing spondylitis (as),185,3
and eyes),ankylosing spondylitis (as),185,3
skin rashes,ankylosing spondylitis (as),185,3
digestive illness (such as crohn's or ulcerative colitis),ankylosing spondylitis (as),185,3
shivering,chills,186,1
shaking,chills,186,1
chattering teeth,chills,186,1
goosebumps,chills,186,1
feeling cold,chills,186,1
drop in body temperature,chills,186,1
tremble,chills,186,1
shaky,chills,186,1
shivering,cold,187,1
shaking,cold,187,1
chattering teeth,cold,187,1
goosebumps,cold,187,1
feeling cold,cold,187,1
drop in body temperature,cold,187,1
tremble,cold,187,1
shaky,cold,187,1
